#frame	 avgInt
1	0.0332394
2	0.0330115
3	0.033085
4	0.0331485
5	0.0330942
6	0.0331707
7	0.03306
8	0.0330923
9	0.0331149
10	0.0330737
11	0.0331338
12	0.0331114
13	0.0331434
14	0.0331687
15	0.0330461
16	0.0330745
17	0.0331251
18	0.0331475
19	0.0330725
20	0.0330467
21	0.0330111
22	0.0329835
23	0.0329473
24	0.0331947
25	0.0330256
26	0.0330509
27	0.0329355
28	0.0329909
29	0.0330335
30	0.033044
31	0.0330846
32	0.0330463
33	0.03311
34	0.0328945
35	0.0330723
36	0.0331247
37	0.0332384
38	0.0329736
39	0.033028
40	0.033099
41	0.0330583
42	0.0331069
43	0.0331014
44	0.0330505
45	0.033153
46	0.0330708
47	0.0332529
48	0.0331122
49	0.0331134
50	0.0329354
51	0.0331898
52	0.0330875
53	0.0330576
54	0.0331581
55	0.0330845
56	0.0331075
57	0.0332044
58	0.033127
59	0.0331251
60	0.0332555
61	0.0330258
62	0.0331907
63	0.0330203
64	0.0331114
65	0.0331063
66	0.03304
67	0.0331797
68	0.0331479
69	0.0331951
70	0.0330389
71	0.0331728
72	0.033166
73	0.0331039
74	0.0330513
75	0.0330845
76	0.0332117
77	0.0330938
78	0.0330425
79	0.0329987
80	0.0331151
81	0.0330723
82	0.0331078
83	0.0330568
84	0.0331217
85	0.0329565
86	0.0330426
87	0.0331081
88	0.0330259
89	0.03308
90	0.0330942
91	0.0330557
92	0.0331112
93	0.0332343
94	0.0330991
95	0.0331541
96	0.0330413
97	0.0331158
98	0.0331615
99	0.0332235
100	0.0331073
101	0.0329521
102	0.0332948
103	0.0331561
104	0.0330066
105	0.0330719
106	0.0331771
107	0.033194
108	0.0330022
109	0.0329703
110	0.0330968
111	0.0331632
112	0.0330899
113	0.0331146
114	0.0331367
115	0.0330989
116	0.033187
117	0.0331191
118	0.0331033
119	0.0330311
120	0.0331357
121	0.0331514
122	0.0331603
123	0.0329638
124	0.033197
125	0.0331382
126	0.0328799
127	0.0329816
128	0.033124
129	0.0332157
130	0.0330675
131	0.0330923
132	0.0330316
133	0.033236
134	0.0331754
135	0.0330486
136	0.0330769
137	0.0331053
138	0.0331434
139	0.0331901
140	0.0330476
141	0.033073
142	0.0331323
143	0.0330895
144	0.0329531
145	0.0330665
146	0.0330569
147	0.033252
148	0.0330849
149	0.0332079
150	0.0330654
151	0.0329898
152	0.0331243
153	0.0332586
154	0.0330782
155	0.0331417
156	0.0330948
157	0.0332015
158	0.0329743
159	0.0332607
160	0.033156
161	0.0330863
162	0.0331656
163	0.032976
164	0.0331429
165	0.033108
166	0.033084
167	0.0332617
168	0.0331142
169	0.0329817
170	0.0331224
171	0.0332248
172	0.0331206
173	0.0331483
174	0.0331213
175	0.0331134
176	0.03313
177	0.0331607
178	0.0329663
179	0.0332776
180	0.0330162
181	0.032999
182	0.0330626
183	0.0331071
184	0.0331005
185	0.0331103
186	0.0330019
187	0.0331714
188	0.0332909
189	0.0331584
190	0.0330261
191	0.0329443
192	0.0330785
193	0.0332433
194	0.033271
195	0.0332173
196	0.0331
197	0.033296
198	0.0332217
199	0.0332394
200	0.0331559
201	0.0331163
202	0.0332238
203	0.0331613
204	0.0330262
205	0.0331415
206	0.0330064
207	0.0330635
208	0.0330913
209	0.0331055
210	0.0330995
211	0.0331766
212	0.0330696
213	0.0331783
214	0.0331864
215	0.0330989
216	0.0330231
217	0.0330218
218	0.0331708
219	0.0332272
220	0.0331187
221	0.0332636
222	0.0331008
223	0.0331515
224	0.0331934
225	0.033139
226	0.0329961
227	0.0331019
228	0.0330291
229	0.0332028
230	0.0331211
231	0.0330956
232	0.0331794
233	0.0331112
234	0.0330757
235	0.0331483
236	0.033132
237	0.032943
238	0.0331551
239	0.0331076
240	0.0333052
241	0.0330338
242	0.0330865
243	0.0331343
244	0.0330381
245	0.0331664
246	0.0331456
247	0.0331336
248	0.0332289
249	0.03305
250	0.0332203
251	0.0330859
252	0.0331148
253	0.0329806
254	0.0330833
255	0.0331456
256	0.0333217
257	0.033092
258	0.0331039
259	0.033227
260	0.0329973
261	0.0330436
262	0.0332819
263	0.0331263
264	0.0331589
265	0.0333018
266	0.0331739
267	0.0331894
268	0.0332464
269	0.033205
270	0.0332874
271	0.0331614
272	0.0333047
273	0.0332627
274	0.0331973
275	0.0332767
276	0.0331289
277	0.0332525
278	0.0332429
279	0.0331428
280	0.0331794
281	0.0332178
282	0.0331771
283	0.033285
284	0.0333581
285	0.0332399
286	0.033464
287	0.0334193
288	0.0332666
289	0.0332575
290	0.033231
291	0.0331825
292	0.0332176
293	0.0334194
294	0.0333814
295	0.0335512
296	0.0334485
297	0.0334711
298	0.0334475
299	0.0333298
300	0.0335231
301	0.0335735
302	0.0336211
303	0.033728
304	0.0337887
305	0.0340905
306	0.0340848
307	0.0343401
308	0.0346465
309	0.0349472
310	0.0354295
311	0.0357057
312	0.0358389
313	0.0365001
314	0.0371537
315	0.0374689
316	0.0379631
317	0.0386944
318	0.0390362
319	0.0399187
320	0.0399721
321	0.0404605
322	0.0406686
323	0.0411437
324	0.0413182
325	0.0414519
326	0.0418214
327	0.0417008
328	0.0422171
329	0.0415643
330	0.0416591
331	0.0416201
332	0.0415339
333	0.0414246
334	0.0410595
335	0.0410603
336	0.0407997
337	0.0404439
338	0.040021
339	0.0395434
340	0.0392958
341	0.0390662
342	0.0387057
343	0.0385615
344	0.0383078
345	0.0379662
346	0.0378459
347	0.037573
348	0.0372669
349	0.0370476
350	0.0369348
351	0.0365893
352	0.0365225
353	0.036378
354	0.0362776
355	0.0361281
356	0.0361192
357	0.0358172
358	0.0359081
359	0.0357259
360	0.0357119
361	0.0356133
362	0.035559
363	0.0354783
364	0.035419
365	0.0354388
366	0.0352954
367	0.0351253
368	0.0352078
369	0.0352254
370	0.0352102
371	0.0351542
372	0.0351957
373	0.0351047
374	0.0349269
375	0.034895
376	0.0348284
377	0.0347852
378	0.0347756
379	0.0347343
380	0.0346072
381	0.0349138
382	0.0346841
383	0.0346969
384	0.0347317
385	0.0346416
386	0.0343996
387	0.0346162
388	0.0345266
389	0.0344571
390	0.0344047
391	0.0343124
392	0.0343321
393	0.0343067
394	0.0343487
395	0.0343413
396	0.0341901
397	0.034189
398	0.034335
399	0.0341768
400	0.0341172
401	0.0341907
402	0.0341833
403	0.0341723
404	0.0341595
405	0.034062
406	0.0339652
407	0.0339523
408	0.0340629
409	0.0341233
410	0.0339467
411	0.0339015
412	0.0338299
413	0.033754
414	0.0338126
415	0.0336931
416	0.0338758
417	0.0337922
418	0.0337945
419	0.0337823
420	0.0336028
421	0.0337412
422	0.0336006
423	0.0337113
424	0.033613
425	0.0336622
426	0.0337228
427	0.0335001
428	0.0335431
429	0.0336486
430	0.0336902
431	0.0334702
432	0.0334669
433	0.0335029
434	0.0333536
435	0.0334929
436	0.0334608
437	0.033338
438	0.0332763
439	0.0335149
440	0.0334536
441	0.0334428
442	0.0333525
443	0.0334578
444	0.0333742
445	0.0333602
446	0.0333786
447	0.0333203
448	0.0334168
449	0.0330722
450	0.0331185
451	0.0332374
452	0.0332122
453	0.0332292
454	0.0331121
455	0.0332906
456	0.0332188
457	0.0333842
458	0.0332917
459	0.0332065
460	0.0332819
461	0.0332158
462	0.0331261
463	0.0331531
464	0.0333186
465	0.0332481
466	0.0332036
467	0.0331809
468	0.0333137
469	0.0331038
470	0.0331799
471	0.033182
472	0.0331632
473	0.033215
474	0.0332168
475	0.033072
476	0.0331663
477	0.0330361
478	0.0332808
479	0.0330719
480	0.0331626
481	0.0330702
482	0.0331073
483	0.0332171
484	0.0331227
485	0.0330542
486	0.0331175
487	0.0331597
488	0.0330833
489	0.033165
490	0.0332846
491	0.0331421
492	0.0332332
493	0.0331651
494	0.0332247
495	0.0331001
496	0.0332395
497	0.0330919
498	0.0331126
499	0.033221
500	0.0331967
501	0.0331055
502	0.0331461
503	0.0330275
504	0.0331122
505	0.0330436
506	0.0330175
507	0.0331119
508	0.0329932
509	0.0331316
510	0.0329595
511	0.0331604
512	0.0332306
513	0.0331092
514	0.0331754
515	0.0331031
516	0.0330939
517	0.0331372
518	0.0331847
519	0.0331468
520	0.0330936
521	0.033168
522	0.0331235
523	0.0330794
524	0.0332379
525	0.0329967
526	0.0331214
527	0.0332543
528	0.0331109
529	0.0331163
530	0.0330084
531	0.0333773
532	0.0330511
533	0.0331105
534	0.0330356
535	0.0330055
536	0.0331201
537	0.0329836
538	0.0330673
539	0.033185
540	0.0331629
541	0.0331748
542	0.0330059
543	0.0330941
544	0.0330955
545	0.0330921
546	0.0332038
547	0.0331521
548	0.0332118
549	0.0330502
550	0.0332318
551	0.0330921
552	0.0331943
553	0.0330311
554	0.033028
555	0.0331588
556	0.033088
557	0.0330497
558	0.0332643
559	0.0331558
560	0.0330327
561	0.0331944
562	0.0330166
563	0.0331143
564	0.032888
565	0.0332884
566	0.0331556
567	0.0331975
568	0.0331454
569	0.0330487
570	0.0330705
571	0.0331808
572	0.0330597
573	0.0332206
574	0.0332191
575	0.0331005
576	0.0330775
577	0.0331997
578	0.0332103
579	0.0332626
580	0.0332089
581	0.0330303
582	0.0331863
583	0.0330789
584	0.033318
585	0.0332878
586	0.0330231
587	0.0331298
588	0.0331283
589	0.033051
590	0.0331503
591	0.0331524
592	0.0331192
593	0.0331382
594	0.0331322
595	0.0331683
596	0.0333246
597	0.0330196
598	0.0332138
599	0.0331999
600	0.0331929
601	0.0332121
602	0.0330266
603	0.0332295
604	0.0331953
605	0.0332483
606	0.0331714
607	0.0330759
608	0.0331638
609	0.0329776
610	0.03316
611	0.0331306
612	0.0332171
613	0.0331455
614	0.0331293
615	0.0333041
616	0.0330967
617	0.0330986
618	0.0331833
619	0.0330362
620	0.0331077
621	0.0331726
622	0.033092
623	0.033175
624	0.0330568
625	0.0330923
626	0.0331154
627	0.0332732
628	0.0330126
629	0.0330276
630	0.0331545
631	0.0330694
632	0.0333367
633	0.0331975
634	0.0331134
635	0.0331853
636	0.0331747
637	0.0331708
638	0.0330425
639	0.0330936
640	0.0331758
641	0.0332456
642	0.0331406
643	0.0332833
644	0.0331895
645	0.0330554
646	0.03308
647	0.0330337
648	0.0330606
649	0.0330939
650	0.0331592
651	0.0330922
652	0.0330162
653	0.0329444
654	0.0330019
655	0.0332957
656	0.0331296
657	0.0331221
658	0.0331188
659	0.0332699
660	0.0331141
661	0.0330719
662	0.0332073
663	0.0330788
664	0.0331106
665	0.0331171
666	0.033209
667	0.0332243
668	0.0331264
669	0.0332281
670	0.0331217
671	0.0331929
672	0.0330405
673	0.0330442
674	0.0330407
675	0.0331484
676	0.0331802
677	0.0330817
678	0.0332249
679	0.033221
680	0.0331521
681	0.0333535
682	0.0330967
683	0.0330114
684	0.0330503
685	0.0330695
686	0.0331624
