# Background,
m,-0.0018444076934607532
b,0.03267536655262406

# Peak 1,
h1,0.92557225195944
mu1,0.32350591174878873
sigma1,0.03534523985450288
tau1,0.08918957053458004

# Peak 2,
h2,2.3854020972918066
mu2,0.46442761360496443
sigma2,0.013143303273888718
tau2,0.040900352310657986

