# Background,
m,-0.014183067866605992
b,0.02007144494248019

# Peak 1,
h1,3.373555860198914
mu1,0.3031828516791667
sigma1,0.027605878304307396
tau1,0.1023978324923661

# Peak 2,
h2,0.6732814820892661
mu2,0.46888370441937915
sigma2,0.014078521151278986
tau2,0.019968216781854425

