#frame	 avgInt
173	0.0329656
174	0.0331689
175	0.0330941
176	0.0331197
177	0.0329351
178	0.0331845
179	0.0329703
180	0.0329553
181	0.033001
182	0.0331713
183	0.0329877
184	0.0330833
185	0.0332262
186	0.0330582
187	0.033076
188	0.0332124
189	0.0330191
190	0.0331197
191	0.0331595
192	0.0332822
193	0.0331772
194	0.0330409
195	0.0331393
196	0.0331835
197	0.0331761
198	0.0330754
199	0.0331439
200	0.0332229
201	0.0331989
202	0.0330553
203	0.03317
204	0.0332178
205	0.0332271
206	0.0331675
207	0.0331435
208	0.0332097
209	0.0332492
210	0.033253
211	0.0332403
212	0.0334234
213	0.0332192
214	0.0335505
215	0.0333847
216	0.0335662
217	0.033432
218	0.0334976
219	0.0337226
220	0.0335947
221	0.0334642
222	0.0336686
223	0.033689
224	0.0336126
225	0.0337059
226	0.0339093
227	0.0338416
228	0.033827
229	0.0337321
230	0.033941
231	0.0337929
232	0.0339037
233	0.0341298
234	0.0338905
235	0.0341712
236	0.0339789
237	0.0339623
238	0.0341486
239	0.0342117
240	0.0343415
241	0.0342937
242	0.0343912
243	0.0342539
244	0.0343023
245	0.0343153
246	0.0343924
247	0.03443
248	0.0343324
249	0.0343476
250	0.0345895
251	0.0343814
252	0.0343448
253	0.0344356
254	0.0344446
255	0.0343504
256	0.0346235
257	0.0345473
258	0.0345
259	0.034452
260	0.0345485
261	0.0344045
262	0.0343875
263	0.0345732
264	0.034328
265	0.0345249
266	0.0345381
267	0.0345938
268	0.0343524
269	0.0345808
270	0.0344147
271	0.0343199
272	0.0345391
273	0.0343583
274	0.0344932
275	0.0345682
276	0.0343842
277	0.0343364
278	0.0343683
279	0.0341265
280	0.0342554
281	0.0344666
282	0.0344131
283	0.0343586
284	0.03407
285	0.0342522
286	0.03441
287	0.0343426
288	0.0343574
289	0.0343461
290	0.0341377
291	0.0342029
292	0.0342384
293	0.0341165
294	0.0342981
295	0.0341456
296	0.0341979
297	0.0341483
298	0.0342141
299	0.0340983
300	0.0341278
301	0.0342231
302	0.0343346
303	0.034317
304	0.0343285
305	0.0346043
306	0.0347287
307	0.0348169
308	0.0350139
309	0.0352209
310	0.0353682
311	0.0356465
312	0.0361226
313	0.0364173
314	0.0366467
315	0.0372506
316	0.0376351
317	0.0378109
318	0.0384988
319	0.0385811
320	0.0390335
321	0.0393148
322	0.0396794
323	0.0397272
324	0.0400639
325	0.0401671
326	0.0401871
327	0.0405506
328	0.0400964
329	0.0403167
330	0.0401633
331	0.0400734
332	0.039982
333	0.0397721
334	0.0396476
335	0.0396973
336	0.0395166
337	0.0389512
338	0.0386122
339	0.0384896
340	0.0383081
341	0.0380261
342	0.0378189
343	0.0375748
344	0.0373265
345	0.0372268
346	0.0370205
347	0.036815
348	0.0364827
349	0.036571
350	0.0364153
351	0.0362072
352	0.0361619
353	0.0360285
354	0.0359085
355	0.0358397
356	0.0355696
357	0.0356704
358	0.0355462
359	0.035416
360	0.0352119
361	0.0352328
362	0.0351478
363	0.0352054
364	0.0353309
365	0.0351222
366	0.0350184
367	0.0348523
368	0.0350307
369	0.0349366
370	0.0347922
371	0.034731
372	0.0346584
373	0.0347377
374	0.0346008
375	0.0345363
376	0.0346482
377	0.0345221
378	0.0345223
379	0.0345442
380	0.0345037
381	0.0344772
382	0.034278
383	0.0342888
384	0.0343834
385	0.0343728
386	0.0342472
387	0.0341632
388	0.0342884
389	0.0342165
390	0.0341394
391	0.0341931
392	0.034281
393	0.034111
394	0.0340529
395	0.0340032
396	0.0339763
397	0.0340985
398	0.0340148
399	0.0340562
400	0.0338885
401	0.0339346
402	0.0337713
403	0.0338478
404	0.0337886
405	0.0337845
406	0.0339175
407	0.0338736
408	0.0337864
409	0.0337648
410	0.0337126
411	0.033579
412	0.033728
413	0.0335587
414	0.0334885
415	0.0336259
416	0.0335439
417	0.0336147
418	0.0335356
419	0.0335222
420	0.0335317
421	0.0334706
422	0.033502
423	0.033554
424	0.0335702
425	0.0334397
426	0.0335447
427	0.0334587
428	0.0332664
429	0.0332781
430	0.0333205
431	0.0333922
432	0.0333826
433	0.0333739
434	0.0333636
435	0.033339
436	0.0332847
437	0.033189
438	0.0332295
439	0.0331729
440	0.033295
441	0.0334283
442	0.0331106
443	0.0332677
444	0.03327
445	0.033223
446	0.0334182
447	0.0332718
448	0.0332615
449	0.0331009
450	0.0331276
451	0.0331355
452	0.0331876
453	0.0332238
454	0.033002
455	0.0329725
456	0.0330743
457	0.0331492
458	0.0332299
459	0.0331699
460	0.0329955
461	0.0332004
462	0.0331194
463	0.0331475
464	0.033045
465	0.0333289
466	0.0330993
467	0.0330368
468	0.0331375
469	0.0331529
470	0.0330729
471	0.0331874
472	0.0331475
473	0.032992
474	0.0331513
475	0.033073
476	0.0331021
477	0.0330618
478	0.0330236
479	0.0330268
480	0.0331384
481	0.0329984
482	0.0331123
483	0.0329984
484	0.0330009
485	0.0331007
486	0.0329192
487	0.0330474
488	0.0329052
489	0.0329892
490	0.0332001
491	0.0329551
492	0.0330369
493	0.0330593
494	0.0331194
495	0.0329576
496	0.0331719
497	0.0330417
498	0.0330463
499	0.0328569
500	0.0329972
501	0.032934
502	0.0330794
503	0.0330177
504	0.0329625
505	0.0330738
506	0.0329261
507	0.033076
508	0.0331434
509	0.0329257
510	0.0330764
511	0.0331184
512	0.0329176
513	0.0329317
514	0.0332164
515	0.0331291
516	0.0330543
517	0.0331351
518	0.0330793
519	0.0330698
520	0.0330158
521	0.0329878
522	0.0329966
523	0.0330614
524	0.0329464
525	0.0330237
526	0.0331507
527	0.0330528
528	0.0331797
529	0.0329797
530	0.0330321
531	0.0330034
532	0.0329465
533	0.0329788
534	0.0330508
535	0.0328483
536	0.0330721
537	0.0330884
538	0.0330914
539	0.0331827
540	0.0330001
541	0.0330967
542	0.0329897
543	0.0330364
544	0.0330081
545	0.0330343
546	0.0330147
547	0.0331617
548	0.0330544
549	0.032996
550	0.0329681
551	0.033052
552	0.0330611
553	0.0332204
554	0.0331117
555	0.0330152
556	0.032843
557	0.0330651
558	0.0329566
559	0.033124
560	0.0329591
561	0.0330797
562	0.0330537
563	0.0329131
564	0.0331167
565	0.0329536
566	0.0329212
567	0.0329737
568	0.0330285
569	0.0330324
570	0.033031
571	0.0329107
572	0.0330852
573	0.0330468
574	0.0330095
575	0.0330586
576	0.03307
577	0.0330432
578	0.0330944
579	0.0329724
580	0.0331552
581	0.0330116
582	0.0330877
583	0.033106
584	0.0330413
585	0.0329588
586	0.0327815
587	0.0330534
588	0.0330086
589	0.0329378
590	0.0329715
591	0.0329903
592	0.0330086
593	0.0330226
594	0.0329195
595	0.0332606
596	0.0330919
597	0.032962
598	0.0328955
599	0.0331101
600	0.0329902
601	0.0330517
602	0.0329765
603	0.0329919
604	0.0330103
605	0.0329722
606	0.0330122
607	0.0329948
608	0.0331459
609	0.0331092
610	0.0329753
611	0.0330524
612	0.0330204
613	0.033159
614	0.0330388
615	0.0329115
616	0.0329818
617	0.0329966
618	0.0329543
619	0.0330336
620	0.0332113
621	0.0329639
622	0.0331783
623	0.0331817
624	0.0330689
625	0.0330431
626	0.033056
627	0.0329917
628	0.0331558
629	0.0330591
630	0.0330721
631	0.0328812
632	0.0329677
633	0.0329393
634	0.0329453
635	0.0330943
636	0.033094
637	0.0330394
638	0.0332173
639	0.0329995
640	0.0329414
641	0.0330311
642	0.033025
643	0.0329633
644	0.0330484
645	0.0329614
646	0.0331266
647	0.0331872
648	0.03308
649	0.0330335
650	0.0330684
651	0.0330109
652	0.0329325
653	0.0330125
654	0.0330294
655	0.0330405
656	0.0330244
657	0.0329793
658	0.0330921
659	0.0330125
660	0.0328045
661	0.0330255
662	0.0329824
663	0.0330899
664	0.0329856
665	0.0329379
666	0.0331248
667	0.0331365
668	0.0330508
669	0.0330346
670	0.033027
671	0.0330676
672	0.032907
673	0.0330274
674	0.0328965
675	0.0330444
676	0.0330675
677	0.0330203
678	0.033008
679	0.0330422
680	0.0330684
681	0.0329666
682	0.0331041
683	0.033038
684	0.0330562
685	0.0329858
686	0.0330432
